facilityId,facilityName,facilityClass,facilityType,belongCityId,phone,fax,url,email,address,photo,facility_service
1320,萬巒鄉第八公墓,公立,公墓,屏東縣,08-7810344,08-7810576,,,屏東縣萬巒鄉萬和村中正路36號,,230634|平面墓基|1000元/座|
1321,萬巒鄉第九公墓,公立,公墓,屏東縣,08-7810344,08-7810576,,,屏東縣萬巒鄉萬和村中正路36號,,230635|平面墓基|1000元/座|
1322,萬巒鄉第十公墓,公立,公墓,屏東縣,08-7810344,08-7810576,,,屏東縣萬巒鄉萬和村中正路36號,,230636|平面墓基|1000元/座|
1323,萬巒鄉第十二公墓,公立,公墓,屏東縣,08-7810344,08-7810576,,,屏東縣萬巒鄉萬和村中正路36號,,230637|平面墓基|1000元/座|
1324,萬巒鄉第十三公墓,公立,公墓,屏東縣,08-7810344,08-7810576,,,屏東縣萬巒鄉萬和村中正路36號,,230638|平面墓基|1000元/座|
1325,萬巒鄉第十四公墓,公立,公墓,屏東縣,08-7810344,08-7810576,,,屏東縣萬巒鄉萬和村中正路36號,,230639|平面墓基|1000元/座|
1326,萬巒鄉第十五公墓,公立,公墓,屏東縣,08-7810344,08-7810576,,,屏東縣萬巒鄉萬和村中正路36號,,230640|平面墓基|1000元/座|
1327,萬巒鄉第十六公墓,公立,公墓,屏東縣,08-7810344,08-7810576,,,屏東縣萬巒鄉萬和村中正路36號,,230641|平面墓基|1000元/座|
1328,萬巒鄉第十七公墓,公立,公墓,屏東縣,08-7810344,08-7810576,,,屏東縣萬巒鄉萬和村中正路36號,,230642|平面墓基|1000元/座|
1329,萬巒鄉第十八公墓,公立,公墓,屏東縣,08-7810344,08-7810576,,,屏東縣萬巒鄉萬和村中正路36號,,230643|平面墓基|1000元/座|
1330,內埔鄉第一公墓,公立,公墓,屏東縣,08-7792001,,,,屏東縣內埔鄉廣濟路26號,,
1331,內埔鄉第二公墓,公立,公墓,屏東縣,08-7792001,,,,屏東縣內埔鄉廣濟路26號,,230645|平面墓基|2000元/座|
1332,內埔鄉第三公墓,公立,公墓,屏東縣,08-7792001,,,,屏東縣內埔鄉廣濟路26號,,230646|平面墓基|2000元/座|
1333,內埔鄉第四公墓,公立,公墓,屏東縣,08-7792001,,,,屏東縣內埔鄉廣濟路26號,,230647|平面墓基|2000元/座|
1334,內埔鄉第五公墓,公立,公墓,屏東縣,08-7792001,,,,屏東縣內埔鄉廣濟路26號,,
1335,內埔鄉第六公墓,公立,公墓,屏東縣,08-7792001,,,,屏東縣內埔鄉廣濟路26號,,230649|平面墓基|2000元/座|
1336,內埔鄉第七公墓,公立,公墓,屏東縣,08-7792001,,,,屏東縣內埔鄉廣濟路26號,,
1337,內埔鄉第八公墓,公立,公墓,屏東縣,08-7792001,,,,屏東縣內埔鄉廣濟路26號,,230651|平面墓基|2000元/座|
1338,內埔鄉第九公墓,公立,公墓,屏東縣,08-7792001,,,,屏東縣內埔鄉廣濟路26號,,
1339,內埔鄉第十公墓,公立,公墓,屏東縣,08-7792001,,,,屏東縣內埔鄉廣濟路26號,,230653|平面墓基|2000元/座|
1340,內埔鄉第十一公墓,公立,公墓,屏東縣,08-7792001,,,,屏東縣內埔鄉廣濟路26號,,230654|平面墓基|2000元/座|
1341,內埔鄉第十二公墓,公立,公墓,屏東縣,08-7792001,,,,屏東縣內埔鄉廣濟路26號,,
1342,內埔鄉第十三公墓,公立,公墓,屏東縣,08-7792001,,,,屏東縣內埔鄉廣濟路26號,,230656|平面墓基|3000元/座|
1343,內埔鄉第十四公墓,公立,公墓,屏東縣,08-7792001,,,,屏東縣內埔鄉廣濟路26號,,230657|平面墓基|2000元/座|
1344,內埔鄉第十五公墓,公立,公墓,屏東縣,08-7792001,,,,屏東縣內埔鄉廣濟路26號,,230658|平面墓基|2000元/座|
1345,竹田鄉第一公墓,公立,公墓,屏東縣,08-7711560,,,,屏東縣竹田鄉竹田村中正路123號,,
1346,竹田鄉第二公墓,公立,公墓,屏東縣,08-7711560,,,,屏東縣竹田鄉竹田村中正路123號,,
1347,竹田鄉第三公墓,公立,公墓,屏東縣,08-7711560,,,,屏東縣竹田鄉竹田村中正路123號,,230661|平面墓基|2000元/座|
1348,竹田鄉第五公墓,公立,公墓,屏東縣,08-7711560,,,,屏東縣竹田鄉竹田村中正路123號,,230662|平面墓基|2000元/座|
1349,竹田鄉第六公墓,公立,公墓,屏東縣,08-7711560,,,,屏東縣竹田鄉竹田村中正路123號,,230663|平面墓基|2000元/座|
1350,竹田鄉第七公墓,公立,公墓,屏東縣,08-7711560,,,,屏東縣竹田鄉竹田村中正路123號,,230664|平面墓基|2000元/座|
1351,竹田鄉第八公墓,公立,公墓,屏東縣,08-7711560,,,,屏東縣竹田鄉竹田村中正路123號,,
1352,竹田鄉第九公墓,公立,公墓,屏東縣,08-7711560,,,,屏東縣竹田鄉竹田村中正路123號,,230666|平面墓基|2000元/座|
1353,竹田鄉第十公墓,公立,公墓,屏東縣,08-7711560,,,,屏東縣竹田鄉竹田村中正路123號,,230667|平面墓基|2000元/座|
1354,竹田鄉第十一公墓,公立,公墓,屏東縣,08-7711560,,,,屏東縣竹田鄉竹田村中正路123號,,
1355,竹田鄉第十二公墓,公立,公墓,屏東縣,08-7711560,,,,屏東縣竹田鄉竹田村中正路123號,,
1356,竹田鄉第十三公墓,公立,公墓,屏東縣,08-7711560,,,,屏東縣竹田鄉竹田村中正路123號,,230670|平面墓基|2000元/座|
1357,竹田鄉第十四公墓,公立,公墓,屏東縣,08-7711560,,,,屏東縣竹田鄉竹田村中正路123號,,230671|平面墓基|2000元/座|
1358,竹田鄉第十五公墓,公立,公墓,屏東縣,08-7711560,,,,屏東縣竹田鄉竹田村中正路123號,,230672|平面墓基|2000元/座|
1359,竹田鄉第十六公墓,公立,公墓,屏東縣,08-7711560,,,,屏東縣竹田鄉竹田村中正路123號,,
1360,竹田鄉第十七公墓,公立,公墓,屏東縣,08-7711560,,,,屏東縣竹田鄉竹田村中正路123號,,230674|平面墓基|2000元/座|
1361,竹田鄉第十八公墓,公立,公墓,屏東縣,08-7711560,,,,屏東縣竹田鄉竹田村中正路123號,,230675|平面墓基|2000元/座|
1362,竹田鄉第十九公墓,公立,公墓,屏東縣,08-7711560,,,,屏東縣竹田鄉竹田村中正路123號,,230676|平面墓基|2000元/座|
1363,新埤鄉打鐵公墓,公立,公墓,屏東縣,08-7973800,,,,屏東縣新埤鄉新埤村中正路40-1號,,230677|平面墓基|2000元/座|
1364,新埤鄉南豐公墓,公立,公墓,屏東縣,08-7973800,,,,屏東縣新埤鄉新埤村中正路40-1號,,230678|平面墓基|2000元/座|
1365,新埤鄉餉潭公墓,公立,公墓,屏東縣,08-7973800,,,,屏東縣新埤鄉新埤村中正路40-1號,,230679|平面墓基|2000元/座|
1366,新埤鄉新埤公墓,公立,公墓,屏東縣,08-7973800,,,,屏東縣新埤鄉新埤村中正路40-1號,,230680|平面墓基|2000元/座|
1367,新埤鄉箕湖公墓,公立,公墓,屏東縣,08-7973800,,,,屏東縣新埤鄉新埤村中正路40-1號,,230681|平面墓基|2000元/座|
1368,新埤鄉萬隆公墓,公立,公墓,屏東縣,08-7973800,,,,屏東縣新埤鄉新埤村中正路40-1號,,230682|平面墓基|2000元/座|
1369,枋寮鄉第一公墓,公立,公墓,屏東縣,08-8791757,,http://www.pthg.gov.tw/TownFto/CP.aspx?s=2109&n=12462&cp=11,,屏東縣枋寮鄉玉泉村青山路133號,,230683|平面墓基|2000元/座|
1370,枋寮鄉第二公墓,公立,公墓,屏東縣,08-8791757,,http://www.pthg.gov.tw/TownFto/CP.aspx?s=2109&n=12462&cp=11,,屏東縣枋寮鄉玉泉村青山路133號,,230684|平面墓基|2000元/座|
1371,枋寮鄉第三公墓,公立,公墓,屏東縣,08-8791757,,http://www.pthg.gov.tw/TownFto/CP.aspx?s=2109&n=12462&cp=11,,屏東縣枋寮鄉玉泉村青山路133號,,230685|平面墓基|2000元/座|
1372,枋寮鄉第四公墓,公立,公墓,屏東縣,08-8791757,,http://www.pthg.gov.tw/TownFto/CP.aspx?s=2109&n=12462&cp=11,,屏東縣枋寮鄉玉泉村青山路133號,,230686|平面墓基|2000元/座|
1373,枋寮鄉第五公墓,公立,公墓,屏東縣,08-8791757,,http://www.pthg.gov.tw/TownFto/CP.aspx?s=2109&n=12462&cp=11,,屏東縣枋寮鄉玉泉村青山路133號,,230687|平面墓基|2000元/座|
1374,枋寮鄉第六公墓,公立,公墓,屏東縣,08-8791757,,http://www.pthg.gov.tw/TownFto/CP.aspx?s=2109&n=12462&cp=11,,屏東縣枋寮鄉玉泉村青山路133號,,230688|平面墓基|2000元/座|
1375,枋寮鄉第七公墓,公立,公墓,屏東縣,08-8791757,,http://www.pthg.gov.tw/TownFto/CP.aspx?s=2109&n=12462&cp=11,,屏東縣枋寮鄉玉泉村青山路133號,,230689|平面墓基|2000元/座|
1376,枋寮鄉第八公墓,公立,公墓,屏東縣,08-8791757,,http://www.pthg.gov.tw/TownFto/CP.aspx?s=2109&n=12462&cp=11,,屏東縣枋寮鄉玉泉村青山路133號,,230690|平面墓基|2000元/座|
1377,新園鄉第一公墓,公立,公墓,屏東縣,08-8687385,,,,屏東縣新園鄉仙吉村仙吉路148號,,230691|平面墓基|3000元/座|
1378,新園鄉第二公墓,公立,公墓,屏東縣,08-8687385,,,,屏東縣新園鄉仙吉村仙吉路148號,,230692|平面墓基|3000元/座|
1379,新園鄉第三公墓,公立,公墓,屏東縣,08-8687385,,,,屏東縣新園鄉仙吉村仙吉路148號,,230693|平面墓基|3000元/座|
1380,崁頂鄉第一公墓,公立,公墓,屏東縣,08-8631144,,,,屏東縣崁頂鄉崁頂村中正路230號,,230694|平面墓基|5000元/座|
1381,崁頂鄉第二公墓,公立,公墓,屏東縣,08-8631144,,,,屏東縣崁頂鄉崁頂村中正路230號,,230695|平面墓基|5000元/座|
1382,崁頂鄉第三公墓,公立,公墓,屏東縣,08-8631144,,,,屏東縣崁頂鄉崁頂村中正路230號,,230696|平面墓基|5000元/座|
1383,崁頂鄉第四公墓,公立,公墓,屏東縣,08-8631144,,,,屏東縣崁頂鄉崁頂村中正路230號,,230697|平面墓基|5000元/座|
1384,崁頂鄉第五公墓,公立,公墓,屏東縣,08-8631144,,,,屏東縣崁頂鄉崁頂村中正路230號,,230698|平面墓基|5000元/座|
1385,崁頂鄉第六公墓,公立,公墓,屏東縣,08-8631144,,,,屏東縣崁頂鄉崁頂村中正路230號,,230699|平面墓基|5000元/座|
1386,崁頂鄉第七公墓,公立,公墓,屏東縣,08-8631144,,,,屏東縣崁頂鄉崁頂村中正路230號,,230700|平面墓基|5000元/座|
1387,崁頂鄉第八公墓,公立,公墓,屏東縣,08-8631144,,,,屏東縣崁頂鄉崁頂村中正路230號,,230701|平面墓基|5000元/座|
1388,崁頂鄉第九公墓,公立,公墓,屏東縣,08-8631144,,,,屏東縣崁頂鄉崁頂村中正路230號,,230702|平面墓基|5000元/座|
1389,林邊鄉第一公墓,公立,公墓,屏東縣,08-8752040,,,,屏東縣林邊鄉仁和村中山路279號,,230703|平面墓基||
1390,林邊鄉第三公墓,公立,公墓,屏東縣,08-8758604,,,,屏東縣林邊鄉仁和村中山路279號,,230704|平面墓基|3000元/座|
1391,林邊鄉第四公墓,公立,公墓,屏東縣,08-8755123,,,,屏東縣林邊鄉仁和村中山路279號,,230705|平面墓基|3000元/座|
1392,林邊鄉第五公墓,公立,公墓,屏東縣,08-8755123,,,,屏東縣林邊鄉仁和村中山路279號,,230706|平面墓基|3000元/座|
1393,林邊鄉第六公墓,公立,公墓,屏東縣,08-8755123,,,,屏東縣林邊鄉仁和村中山路279號,,"230707|平面墓基|3000元/座||232830|樹葬|樹/花葬$8,000/位|"
1394,南州鄉第一公墓,公立,公墓,屏東縣,08-8642196,,,,屏東縣南州鄉三民路124號,,230708|平面墓基|1000元/座|
1395,南州鄉第二公墓,公立,公墓,屏東縣,08-8642196,,,,屏東縣南州鄉三民路124號,,230709|平面墓基|1000元/座|
1396,南州鄉第三公墓,公立,公墓,屏東縣,08-8642196,,,,屏東縣南州鄉三民路124號,,230710|平面墓基|1000元/座|
1397,南州鄉第四公墓,公立,公墓,屏東縣,08-8642196,,,,屏東縣南州鄉三民路124號,,230711|平面墓基|1000元/座|
1398,佳冬鄉第二公墓,公立,公墓,屏東縣,08-8662714,,,,屏東縣佳冬鄉啟南路99號,,230712|公園化公墓|1000元/座|
1399,佳冬鄉第一公墓,公立,公墓,屏東縣,08-8862714,,,,屏東縣佳冬鄉啟南路99號,,230713|平面墓基|4000元/座|
1400,佳冬鄉第三公墓,公立,公墓,屏東縣,08-8862714,,,,屏東縣佳冬鄉啟南路99號,,230714|平面墓基|2000元/座|
1401,佳冬鄉第四公墓,公立,公墓,屏東縣,08-8862714,,,,屏東縣佳冬鄉啟南路99號,,230715|平面墓基|2000元/座|
1402,佳冬鄉第五公墓,公立,公墓,屏東縣,08-8862714,,,,屏東縣佳冬鄉啟南路99號,,230716|平面墓基|2000元/座|
1403,佳冬鄉第六公墓,公立,公墓,屏東縣,08-8862714,,,,屏東縣佳冬鄉啟南路99號,,230717|平面墓基|2000元/座|
1404,佳冬鄉第七公墓,公立,公墓,屏東縣,08-8862714,,,,屏東縣佳冬鄉啟南路99號,,230718|平面墓基|2000元/座|
1405,佳冬鄉第八公墓,公立,公墓,屏東縣,08-8862714,,,,屏東縣佳冬鄉啟南路99號,,230719|平面墓基|2000元/座|
1406,佳冬鄉第十公墓,公立,公墓,屏東縣,08-8862714,,,,屏東縣佳冬鄉啟南路99號,,230720|平面墓基|2000元/座|
1409,琉球鄉第三公墓,公立,公墓,屏東縣,08-8612501,,http://www.pthg.gov.tw/liuchiu/CP.aspx?s=5016&cp=1&n=14564,,屏東縣琉球鄉三民路124號,,230723|山坡公墓|2000元/座|
1411,車城鄉第一公墓,公立,公墓,屏東縣,08-8821071,,http://www.pthg.gov.tw/checheng/PublicInfo_Detail.aspx?s=1261&n=,,屏東縣車城鄉中山路53號,,230725|平面墓基|3500元/座|
1412,車城鄉第二公墓,公立,公墓,屏東縣,08-8821071,,http://www.pthg.gov.tw/checheng/PublicInfo_Detail.aspx?s=1261&n=,,屏東縣車城鄉中山路53號,,230726|平面墓基|3500元/座|
1413,車城鄉第三公墓,公立,公墓,屏東縣,08-8821071,,http://www.pthg.gov.tw/checheng/PublicInfo_Detail.aspx?s=1261&n=,,屏東縣車城鄉中山路53號,,230727|平面墓基|3500元/座|
1414,車城鄉第四公墓,公立,公墓,屏東縣,08-8821071,,http://www.pthg.gov.tw/checheng/PublicInfo_Detail.aspx?s=1261&n=,,屏東縣車城鄉中山路53號,,230728|平面墓基|3500元/座|
1415,車城鄉第五公墓,公立,公墓,屏東縣,08-8821071,,http://www.pthg.gov.tw/checheng/PublicInfo_Detail.aspx?s=1261&n=,,屏東縣車城鄉中山路53號,,230729|平面墓基|3500元/座|
1416,車城鄉第六公墓,公立,公墓,屏東縣,08-8821071,,http://www.pthg.gov.tw/checheng/PublicInfo_Detail.aspx?s=1261&n=,,屏東縣車城鄉中山路53號,,230730|平面墓基|3500元/座|
1417,車城鄉第七公墓,公立,公墓,屏東縣,08-8821071,,http://www.pthg.gov.tw/checheng/PublicInfo_Detail.aspx?s=1261&n=,,屏東縣車城鄉中山路53號,,230731|平面墓基|3500元/座|
1418,滿州鄉第一公墓,公立,公墓,屏東縣,08-8801105,,,,屏東縣滿州鄉中山路43號,,230732|山坡墓基|4000元/座|
1419,滿州鄉第二公墓,公立,公墓,屏東縣,08-8801105,,,,屏東縣滿州鄉中山路43號,,230733|山坡墓基|4000元/座|
1420,滿州鄉第三公墓,公立,公墓,屏東縣,08-8801105,,,,屏東縣滿州鄉中山路43號,,230734|山坡墓基|4000元/座|
1421,滿州鄉第四公墓,公立,公墓,屏東縣,08-8801105,,,,屏東縣滿州鄉中山路43號,,230735|山坡墓基|4000元/座|
1422,滿州鄉第五公墓,公立,公墓,屏東縣,08-8801105,,,,屏東縣滿州鄉中山路43號,,230736|山坡墓基|4000元/座|
1423,滿州鄉第六公墓,公立,公墓,屏東縣,08-8801105,,,,屏東縣滿州鄉中山路43號,,230737|山坡墓基|4000元/座|
1424,滿州鄉第七公墓,公立,公墓,屏東縣,08-8801105,,,,屏東縣滿州鄉中山路43號,,230738|山坡墓基|4000元/座|
1425,滿州鄉第八公墓,公立,公墓,屏東縣,08-8801105,,,,屏東縣滿州鄉中山路43號,,230739|山坡墓基|4000元/座|
1426,滿州鄉第九公墓,公立,公墓,屏東縣,08-8801105,,,,屏東縣滿州鄉中山路43號,,230740|山坡墓基|4000元/座|
1427,滿州鄉第十公墓,公立,公墓,屏東縣,08-8801105,,,,屏東縣滿州鄉中山路43號,,230741|山坡墓基|4000元/座|
1428,滿州鄉第十一公墓,公立,公墓,屏東縣,08-8801105,,,,屏東縣滿州鄉中山路43號,,230742|山坡墓基|4000元/座|
1429,滿州鄉第十二公墓,公立,公墓,屏東縣,08-8801105,,,,屏東縣滿州鄉中山路43號,,230743|山坡墓基|4000元/座|
1430,枋山鄉第一公墓,公立,公墓,屏東縣,08-8761107,,,,屏東縣枋山鄉枋山村枋山路53號,,230744|山坡墓基|4000元/座|
1431,枋山鄉第二公墓,公立,公墓,屏東縣,08-8761107,,,,屏東縣枋山鄉枋山村枋山路53號,,230745|平面墓基|4000元/座|
1432,枋山鄉第三公墓,公立,公墓,屏東縣,08-8761107,,,,屏東縣枋山鄉枋山村枋山路53號,,230746|平面墓基|4000元/座|
1433,枋山鄉第四公墓,公立,公墓,屏東縣,08-8761107,,,,屏東縣枋山鄉枋山村枋山路53號,,230747|平面墓基|4000元/座|
1434,三地門鄉三地村第一公墓,公立,公墓,屏東縣,08-7993104,,,,屏東縣三地門鄉三地門村中正路2段22號,,230748|平面墓基|4000元/座|
1435,三地門鄉三地村第二公墓,公立,公墓,屏東縣,08-7993104,,,,屏東縣三地門鄉三地門村中正路2段22號,,230749|山坡墓基|免費|
1436,三地門鄉賽嘉村公墓,公立,公墓,屏東縣,08-7993104,,,,屏東縣三地門鄉三地門村中正路2段22號,,230750|山坡墓基|免費|
1437,三地門鄉口社村公墓,公立,公墓,屏東縣,08-7993104,,,,屏東縣三地門鄉三地門村中正路2段22號,,230751|山坡墓基|免費|
1438,三地門鄉馬兒村公墓,公立,公墓,屏東縣,08-7993104,,,,屏東縣三地門鄉三地門村中正路2段22號,,230752|山坡墓基|免費|
1439,三地門鄉安坡村公墓,公立,公墓,屏東縣,08-7993104,,,,屏東縣三地門鄉三地門村中正路2段22號,,230753|山坡墓基|免費|
1440,三地門鄉青山村公墓,公立,公墓,屏東縣,08-7993104,,,,屏東縣三地門鄉三地門村中正路2段22號,,230754|山坡墓基|免費|
1441,三地門鄉青葉村公墓,公立,公墓,屏東縣,08-7993104,,,,屏東縣三地門鄉三地門村中正路2段22號,,230755|山坡墓基|免費|
1442,三地門鄉德文村北巴巷公墓,公立,公墓,屏東縣,08-7993104,,,,屏東縣三地門鄉三地門村中正路2段22號,,230756|山坡墓基|免費|
1443,三地門鄉德文村德文巷公墓,公立,公墓,屏東縣,08-7993104,,,,屏東縣三地門鄉三地門村中正路2段22號,,230757|山坡墓基|免費|
1444,三地門鄉德文村相助巷公墓,公立,公墓,屏東縣,08-7993104,,,,屏東縣三地門鄉三地門村中正路2段22號,,230758|山坡墓基|免費|
1445,三地門鄉大社村公墓,公立,公墓,屏東縣,08-7993104,,,,屏東縣三地門鄉三地門村中正路2段22號,,230759|山坡墓基|免費|
1447,三地門鄉新達來公墓,公立,公墓,屏東縣,08-7993104,,,,屏東縣三地門鄉三地門村中正路2段22號,,230761|山坡墓基|免費|
1448,霧台鄉霧臺1號公墓,公立,公墓,屏東縣,08-7902234#113,,http://otd.isme.tw/sub_team.php?subkd=0404&mskd=D01&type=2&msid=D01016#a,,屏東縣霧台鄉霧台村霧臺段54地號,,230762|山坡墓基|3000元/座|
1449,霧台鄉霧臺2號公墓,公立,公墓,屏東縣,08-7902234#113,,http://otd.isme.tw/sub_team.php?subkd=0404&mskd=D01&type=2&msid=D01016#a,,屏東縣霧台鄉霧台村霧臺段297地號,,230763|山坡墓基|3000元/座|
1450,霧台鄉霧臺3號公墓,公立,公墓,屏東縣,08-7902234#117,,http://otd.isme.tw/sub_team.php?subkd=0404&mskd=D01&type=2&msid=D01016#a,,屏東縣霧台鄉霧台村霧臺段600地號,,"230764|山坡墓基|3000元/座|為辦理內政部舊墓更新計畫於民國103年6月10日公告禁葬(屏霧鄉民字第10330637500號)，待更新完畢後再行啟用。接受臨時納骨。
104.09.29開工"
1451,霧台鄉谷川公墓,公立,公墓,屏東縣,08-7902234#113,,http://otd.isme.tw/sub_team.php?subkd=0404&mskd=D01&type=2&msid=D01016#a,,屏東縣霧台鄉霧台村霧臺段1108地號,,230765|山坡墓基|3000元/座|
1452,霧台鄉吉露公墓,公立,公墓,屏東縣,08-7902234#113,,http://otd.isme.tw/sub_team.php?subkd=0404&mskd=D01&type=2&msid=D01016#a,,屏東縣霧台鄉吉露村去怒段327地號,,230766|山坡墓基|3000元/座|
1453,霧台鄉阿禮公墓,公立,公墓,屏東縣,08-7902234#117,,http://otd.isme.tw/sub_team.php?subkd=0404&mskd=D01&type=2&msid=D01016#a,,屏東縣霧台鄉阿禮村阿禮段351地號,,"230767|山坡墓基|3000元/座|為辦理內政部殯葬設施示範計畫,104年8月19日公告部分禁葬
104.10.01興辦事業暨水保計畫已議價完成"
1454,霧台鄉大武1號(小山)公墓,公立,公墓,屏東縣,08-7902234#117,,http://otd.isme.tw/sub_team.php?subkd=0404&mskd=D01&type=2&msid=D01016#a,,屏東縣霧台鄉大武村大武段934地號,,"230768|山坡墓基|3000元/座|為辦理內政部殯葬設施示範計畫,104年8月24日公告禁葬
104.10.01興辦事業暨水保計畫已議價完成"
1455,霧台鄉大武2號(東川)公墓,公立,公墓,屏東縣,08-7902234#117,,http://otd.isme.tw/sub_team.php?subkd=0404&mskd=D01&type=2&msid=D01016#a,,屏東縣霧台鄉大武村大武段643地號,,"230769|山坡墓基|3000元/座|為辦理內政部殯葬設施示範計畫,104年8月24日公告禁葬
104.10.01興辦事業暨水保計畫已議價完成"
1456,霧台鄉佳暮公墓,公立,公墓,屏東縣,08-7902234#113,,http://otd.isme.tw/sub_team.php?subkd=0404&mskd=D01&type=2&msid=D01016#a,,屏東縣霧台鄉佳暮村佳暮段583地號,,230770|山坡墓基|3000元/座|
1457,霧台鄉好茶公墓,公立,公墓,屏東縣,08-7902234#113,,http://otd.isme.tw/sub_team.php?subkd=0404&mskd=D01&type=2&msid=D01016#a,,屏東縣霧台鄉好茶村好茶段276、1060-1地號,,"230771|山坡墓基|3000元/座|好茶(舊)公墓：3900平方公尺
好茶(新)公墓：8443平方公尺"
1458,瑪家鄉瑪家村第一公墓,公立,公墓,屏東縣,08-7992009,,,,屏東縣瑪家鄉北葉村風景巷85號,,230772|山坡墓基|3000元/座|
1459,瑪家鄉瑪家村第二公墓,公立,公墓,屏東縣,08-7992009,,,,屏東縣瑪家鄉北葉村風景巷85號,,230773|山坡墓基|3000元/座|
1460,瑪家鄉瑪家村第三公墓,公立,公墓,屏東縣,08-7992009,,,,屏東縣瑪家鄉北葉村風景巷85號,,230774|山坡墓基|3000元/座|
1461,瑪家鄉瑪家村第四公墓,公立,公墓,屏東縣,08-7992009,,,,屏東縣瑪家鄉北葉村風景巷85號,,230775|山坡墓基|3000元/座|
1462,瑪家鄉北葉村公墓,公立,公墓,屏東縣,08-7992009,,,,屏東縣瑪家鄉北葉村風景巷85號,,230776|山坡墓基|3000元/座|
1463,瑪家鄉玉泉村公墓,公立,公墓,屏東縣,08-7992009,,,,屏東縣瑪家鄉北葉村風景巷85號,,230777|山坡墓基|3000元/座|
1464,瑪家鄉三和部落公墓,公立,公墓,屏東縣,08-7992009,,,,屏東縣瑪家鄉北葉村風景巷85號,,230778|山坡墓基|3000元/座|
1465,瑪家鄉美園公墓,公立,公墓,屏東縣,08-7992009,,,,屏東縣瑪家鄉北葉村風景巷85號,,230779|山坡墓基|3000元/座|
1466,瑪家鄉涼山第一公墓,公立,公墓,屏東縣,08-7992009,,,,屏東縣瑪家鄉北葉村風景巷85號,,230780|山坡墓基|3000元/座|
1467,瑪家鄉涼山第二公墓,公立,公墓,屏東縣,08-7992009,,,,屏東縣瑪家鄉北葉村風景巷85號,,230781|山坡墓基|3000元/座|
1468,瑪家鄉佳義第一公墓,公立,公墓,屏東縣,08-7992009,,,,屏東縣瑪家鄉北葉村風景巷85號,,230782|山坡墓基|3000元/座|
1469,瑪家鄉佳義第二公墓,公立,公墓,屏東縣,08-7992009,,,,屏東縣瑪家鄉北葉村風景巷85號,,230783|山坡墓基|3000元/座|
1470,瑪家鄉佳義第三公墓,公立,公墓,屏東縣,08-7992009,,,,屏東縣瑪家鄉北葉村風景巷85號,,230784|山坡墓基|3000元/座|
1471,瑪家鄉佳義第四公墓,公立,公墓,屏東縣,08-7992009,,,,屏東縣瑪家鄉北葉村風景巷85號,,230785|山坡墓基|3000元/座|
1472,瑪家鄉玉泉第二公墓,公立,公墓,屏東縣,08-7992009,,,,屏東縣瑪家鄉北葉村風景巷85號,,230786|山坡墓基|3000元/座|
1473,瑪家鄉排灣部落公墓,公立,公墓,屏東縣,08-7992009,,,,屏東縣瑪家鄉北葉村風景巷85號,,230787|山坡墓基|3000元/座|
1474,泰武鄉佳平村公墓,公立,公墓,屏東縣,08-7832435,,,,屏東縣泰武鄉佳平村169號,,230788|山坡墓基|1000元/座|
1475,泰武鄉武潭村公墓,公立,公墓,屏東縣,08-7832435,,,,屏東縣泰武鄉佳平村169號,,230789|山坡墓基|1000元/座|
1476,泰武鄉平和村公墓,公立,公墓,屏東縣,08-7832435,,,,屏東縣泰武鄉佳平村169號,,230790|山坡墓基|1000元/座|
1477,泰武鄉萬安村公墓,公立,公墓,屏東縣,08-7832435,,,,屏東縣泰武鄉佳平村169號,,230791|山坡墓基|1000元/座|
1478,泰武鄉泰武村公墓,公立,公墓,屏東縣,08-7832435,,,,屏東縣泰武鄉佳平村169號,,230792|山坡墓基|1000元/座|
1479,泰武鄉佳興村公墓,公立,公墓,屏東縣,08-7832435,,,,屏東縣泰武鄉佳平村169號,,230793|山坡墓基|1500元/座|
1480,泰武鄉馬仕部落公墓,公立,公墓,屏東縣,08-7832435,,,,屏東縣泰武鄉佳平村169號,,230794|山坡墓基|1500元/座|
1481,泰武鄉 安平部落公墓,公立,公墓,屏東縣,08-7832435,,,,屏東縣泰武鄉佳平村169號,,230795|山坡墓基|1500元/座|
1482,來義鄉第一公墓,公立,公墓,屏東縣,08-7852051,08-7850720,,,屏東縣來義鄉古樓村中正路94號,,230796|山坡墓基|1500元/座|
1483,來義鄉第二公墓,公立,公墓,屏東縣,08-7852051,08-7850720,,,屏東縣來義鄉古樓村中正路94號,,230797|山坡墓基|1500元/座|
1484,來義鄉第三公墓,公立,公墓,屏東縣,08-7852051,08-7850720,,,屏東縣來義鄉古樓村中正路94號,,230798|山坡墓基|1500元/座|
1485,來義鄉第四公墓,公立,公墓,屏東縣,08-7852051,08-7850720,,,屏東縣來義鄉古樓村中正路94號,,230799|山坡墓基|1500元/座|
1486,來義鄉第五公墓,公立,公墓,屏東縣,08-7852051,08-7850720,,,屏東縣來義鄉古樓村中正路94號,,230800|山坡墓基|1500元/座|
1487,來義鄉第六公墓,公立,公墓,屏東縣,08-7852051,08-7850720,,,屏東縣來義鄉古樓村中正路94號,,230801|山坡墓基|1000元/座|
1488,來義鄉第七公墓,公立,公墓,屏東縣,08-7852051,08-7850720,,,屏東縣來義鄉古樓村中正路94號,,230802|山坡墓基|1000元/座|
