停車場型態,停車場代碼,停車場名稱,停車場地址,停車場電話,即時車位,一般大型車,一般小型車,身障者小型車,婦幼者小型車,綠能小型車,一般機車,身障者機車,收費時間,收費費率,經緯度,備註欄
民營停車場,108054,臺南新營後站停車場,臺南市新營區臺南市新營區後火車站旁(新營段15、30-3地號),06-2210036,-1,0,14,1,0,0,91,2,24小時,臨停:汽車每半小時25元，機車每次40元。 其他月租或優惠依現場公告為主。 ,23.305807，120.323518,到期日：111.05.25
民營停車場,108055,煙波大飯店停車場,臺南市中西區臺南市中西區永福路1段269號B1~B2（南門段704地號）,06-2156000,-1,0,121,6,3,1,103,6,24小時,臨停:汽車每小時60元，機車每次40元。 其他月租或優惠依現場公告為主。 ,22.989209，120.199897,到期日：113.07.02
民營停車場,108057,噗噗車棧-富農店,臺南市東區臺南市東區富農街一段131巷25弄(富農段911地號),06-3133099,-1,0,38,1,2,2,0,0,24小時,臨停:第1小時30元，之後每半小時15元。 其他月租或優惠依現場公告為主。,22.981733，120.233745,到期日：113.01.28
民營停車場,108058,全聯台南開元停車場,臺南市北區臺南市北區開元路153號,06-2092770,-1,0,12,1,1,1,0,0,24小時,臨停:每30分鐘25元。,23.006991，120.219087,到期日：113.07.22
民營停車場,108059,FOCUS停車場,臺南市中西區中山路166號,06-228-9846,-1,0,241,1,4,1,0,0,6時至24時,臨停部份:計時每小時50元，每半小時25元。緩衝不計費時間:30分鐘內不予計費。 月租部份:每月2，500元。,22.995827，120.21034,到期日:113.03.23
民營停車場,108061,尖山埤江南渡假村停車場,臺南市柳營區旭山里60號,06-623-3888#4360,-1,15,313,7,6,1,0,0,上午8:00至下午17:00,計次收費 小型車:每次50元 大型車:每次80元,23.266749，120.392637,到期日:111.09.06
民營停車場,108062,百創中洲停車場,臺南市仁德區臺南市仁德區臺鐵中洲站旁（中洲東段1086地號）,0903403680,-1,0,0,0,0,0,103,2,24小時,臨停:星期一至五每次15元，星期六、日每次20元。 ,22.904451，120.252904,到期日:111.07.22
民營停車場,108063,五都停車場高鐵台南五站,臺南市歸仁區臺南市歸仁區歸仁十路與武當路口西北側(武東段264地號）,0929910000,-1,0,267,6,6,1,79,2,24小時,小型車每小時20元，每日最高120元。每日計價至午夜12點，隔日另計。停車時數未滿1小時者，以1小時計。停車逾1小時以上，不滿1小時部份，如不逾30分鐘者，以半小時計；如逾30分鐘者，以1小時計。機車每日每次30元。,22.926118，120.283402,到期日:113.01.08
民營停車場,108064,育平健康停車場,臺南市安平區臺南市安平區健康路三段與育平路交叉路口（金華段109地號）,07-5365807,-1,0,298,7,7,7,0,0,24小時,臨停:每30分鐘15元。 其他月租或優惠依現場公告為主。,22.985336，120.166445,到期日:113.03.26
民營停車場,108066,五都停車場高鐵台南三站,臺南市歸仁區武當路與高鐵大道交叉口（武東段268地號）,0929910000,-1,0,59,2,2,1,39,1,小型車每小時20元，每日最高120元。每日計價至午夜12點，隔日另計。停車時數未滿1小時者，以1小時計。停車逾1小時以上，不滿1小時部份，如不逾30分鐘者，以半小時計；如逾30分鐘者，以1小時計。機車每日每次30元。,24小時 ,22.925039，120.283806,到期日:113.03.04
民營停車場,108067,Times台南崇明三街停車場,臺南市東區臺南市東區崇明三街近崇德路口（竹篙厝段1994、1994-33地號）,0800-888-924,-1,0,6,1,0,1,0,0,24小時,臨停:每30分鐘50元。 其他月租或優惠依現場公告為主。,22.981051，120.217600,到期日:113.07.15
民營停車場,108068,Times台南東和路停車場,臺南市東區臺南市東區東和路93號對面（光明段6091地號）,0800-888-924,-1,0,10,1,0,1,0,0,24小時,臨停:每30分鐘50元。,22.998558，120.227979,到期日:113.07.31
民營停車場,108069,永華國平停車場,臺南市安平區臺南市安平區永華路二段與國平路交叉口（金華段93、93-1地號）,0913551117,-1,0,261,6,6,6,0,0,24小時,臨停:每30分鐘20元。 其他月租或優惠依現場公告為主。 ,22.990799，120.170810,到期日：113.03.26
民營停車場,108071,永固便利停車台南一站停車場,臺南市東區臺南市東區中華東路二段75號旁（虎尾寮段371-27、371-22地號）,06-2007163,-1,0,29,1,1,1,0,0,24小時,臨停:每小時60元。 其他月租或優惠依現場公告為主。 ,22.986293，120.233525,到期日:113.09.18
民營停車場,108072,Times台南文平路停車場,臺南市安平區臺南市安平區文平路545號旁（金華段5-1、5-2、5-40地號）,0935988924#9,-1,0,28,1,1,1,0,0,24小時,臨停:每30分鐘50元。 其他月租或優惠依現場公告為主。,22.996401，120.178989,到期日:113.08.31
民營停車場,108075,地王停車場,臺南市中西區臺南市中西區民權路4段232號旁（成光段1504、1505、1509地號）,0989451500,-1,0,27,1,0,0,0,0,24小時,其他月租或優惠依現場公告為主。,22.999237，120.179904,到期日:113.09.22
民營停車場,108076,億載金城停車場,臺南市安平區臺南市安平區光州路3號（金城段41地號）,06-295-1504,-1,2,38,1,1,1,0,0,上午8時至下午6時,大型車每次100元，中型車每次60元，小型車每次30元。,22.988582，120.160021,到期日:113.05.05
民營停車場,108078,台灣聯通台南裕農停車場,臺南市東區裕農路375號旁(新東段77，78，79地號),02-2523-5000,-1,0,139,3,3,1,0,0,24小時,臨停：每小時60元。 月租：每月4，000元。,22.987197，120.229929,到期日:113.08.15
民營停車場,108080,TIMES寶雅台南永康停車場,臺南市永康區中華路106號,02-2504-6098,-1,0,13,1,1,1,0,0,計時每小時50元，逾1小時後以半小時計費。,24小時,23.002719，120.235188,到期日:113.05.31
民營停車場,108083,噗噗車棧-中華店,臺南市永康區臺南市永康區中華路103號旁(兵南段254、263地號),,-1,0,101,2,2,2,0,0,24小時,臨停:每小時50元。 其他月租或優惠依現場公告為主。,23.001708，120.234861,核准期限至112年3月22日
民營停車場,108086,麗新大酒店停車場,臺南市永康區臺南市永康區中正北路222號,06-2538788,-1,0,83,1,1,1,0,0,09:00~21:00,臨停:平日每小時50元，假日：第每小時100元。 其他月租或優惠依現場公告為主。,23.041484，120.245021,到期日:113.11.20
民營停車場,108087,嘟嘟房臺南建平站停車場,臺南市安平區臺南市安平區建平七街418號旁（金華段141-5、141-6、141-17地號）,02-26550818,-1,0,13,1,0,1,0,0,24小時,臨停:每小時40元。 其他月租或優惠依現場公告為主。,22.989297，120.176000,到期日:111.11.30
民營停車場,108088,竑穗東興停車場,臺南市東區臺南市東區東興路(光明段428-2、428-3地號),06-228-9846,-1,0,36,1,1,1,0,0,24小時,臨停:每小時60元。 其他月租或優惠依現場公告為主。,22.991125，120.228695,到期日：112.05.31
民營停車場,108091,永固東寧停車場,臺南市東區臺南市東區東光路與東寧路口（東光段1002、1003地號）,06-2007163,-1,0,316,12,9,2,1057,26,24小時,臨停:汽車每小時每小時50元，機車每次30元。 其他月租或優惠依現場公告為主。,22.990386，120.231433,到期日:113.12.03
民營停車場,108092,興來停車場,臺南市永康區臺南市永康區永二段1225、1225-27地號,0955502848,-1,0,48,2,0,0,0,0,24小時,其他月租或優惠依現場公告為主。,23.017729，120.251141,到期日:113.08.14
民營停車場,108093,六藝復興停車場,臺南市東區臺南市東區自由路三段376號旁（虎尾寮段480-57地號）,0908482533,-1,0,25,1,1,1,0,0,24小時,臨停:每半小時30元。 其他月租或優惠依現場公告為主。,22.981940，120.237316,到期日:113.12.10
民營停車場,108095,竑穗永福停車場,臺南市南區臺南市南區健康路1段近永福路口（鹽埕段1-656、1-657、169-2、168-53、168-3、169-43地號）,06-2289846,-1,0,31,1,1,1,0,0,24小時,臨停:平日每小時60元，假日每小時70元。 其他月租或優惠依現場公告為主。 ,22.981218，120.200060,到期日:113.11.30
民營停車場,109001,臺南市美術館停車場,臺南市中西區臺南市中西區忠義路二段1號(臺南市美術館2館B1、B2),06-2218881,-1,0,543,13,12,12,149,5,24小時,臨停:汽車平日每小時30元，假日每小時40元;機車平日每次10元，假日每次20元。 其他月租或優惠依現場公告為主。,22.989990，120.200950,到期日：113.01.27
民營停車場,109002,崇信浮生六記地下一樓停車場,臺南市東區臺南市東區崇信街97號B1,0910742403,-1,0,43,1,0,0,0,0,24小時,其他月租或優惠依現場公告為主,22.980216，120.227522,到期日:114.01.08
民營停車場,109003,台灣聯通民生停車場,臺南市中西區民生路2段279號,02-2523-5000,-1,0,132,3,2,1,0,0,24小時,臨停：第1小時60元，之後每半小時30元。 月租：每月8，000元。 ,22.996694，120.192082,到期日:113.12.31
民營停車場,109007,HotelA聖禾大飯店停車場,臺南市中西區臺南市中西區西門路二段23號B1~B2,06-2200988,-1,0,34,1,1,1,50,1,24小時,臨停:房客汽車380元/天，機車免費;非房客汽車首半小時25元，之後每半小時40元，機車首半小時15元，之後每半小時25元。 其他月租或優惠依現場公告為主。,22.990961，120.197537,到期日:113.03.31
民營停車場,109008,南紡購物中心停車場,臺南市東區中華東路1段366號,06-236-6222,-1,0,1007,21,27,10,1958,40,24小時,汽車：第1小時50元，之後每半小時25元。 機車：每次20元。 ,22.989882，120.233606,到期日:113.12.29
民營停車場,109009,齊杉建平華平停車場,臺南市安平區臺南市安平區建平七街近華平路口（金華段139地號）,0913551117,-1,0,22,1,1,1,0,0,24小時,臨停:每半小時20元。 其他月租或優惠依現場公告為主 ,22.989508，120.174301,到期日:112.01.19
民營停車場,109010,明德和平停車場,臺南市關廟區臺南市關廟區和平路與明德街口（南花段907、910地號）,0928375896,-1,0,27,1,0,0,0,0,24小時,其他月租或優惠依現場公告為主。,22.960101，120.333570,到期日:114.03.09 
民營停車場,109014,和雲台南成功站停車場,臺南市北區臺南市北區成功路22巷3號（公園段629-2、765、765-7地號）,02-55890899,-1,0,45,2,1,1,0,0,24小時,臨停:每半小時20元。 其他月租或優惠依現場公告為主。,22.999063，120.208996,到期日:111.11.30 
民營停車場,109015,大集停車場,臺南市東區臺南市東區文化二街（仁和段158地號）,0965709388,-1,0,4,1,0,0,0,0,24小時,其他月租或優惠依現場公告為主。,22.975917，120.233461,到期日:114.03.12 
民營停車場,109016,嘟嘟房永康東橋站停車場,臺南市永康區臺南市永康區東橋六街15號對面（橋北段82、82-7~12地號共7筆土地）,02-26550818,-1,0,38,2,2,2,0,0,24小時,臨停:每小時40元。 其他月租或優惠依現場公告為主。,23.019109，120.233972,到期日:112.01.31 
民營停車場,109017,國立臺灣歷史博物館遊客停車場,臺南市安南區臺南市安南區長和路1段250號（和館段48地號部份）,02-89193669,-1,30,171,5,13,5,113,3,24小時,大型車150元/次，小型車50元/次，機車免費。,23.059165，120.231786,到期日:112.12.31 
民營停車場,109018,竑穗東寧停車場,臺南市東區東寧路85號(東寧段231-4、231-5、232-3與232-5等4筆地號),0926-700388*06-2289846,-1,0,66,2,2,2,0,0,24小時,臨停:平日每小時60元，假日每小時70元。 其他月租或優惠依現場公告為主。 ,22.991764，120.222546,到期日:111.03.19
民營停車場,109020,Times台南忠義路二段停車場,臺南市中西區臺南市中西區忠義路二段（觀音段415、416地號）,0800-888-924,-1,0,22,1,0,1,0,0,24小時,臨停:每30分鐘50元。 其他月租或優惠依現場公告為主。,22.997749，120.204697,到期日：111.04.07
民營停車場,109021,Times台南慶東街停車場,臺南市中西區臺南市東區慶東街127巷7號旁（光華段771~775及777地號）,0800-888-924,-1,0,13,1,0,1,0,0,24小時,臨停:每30分鐘50元。 其他月租或優惠依現場公告為主。,22.989897，120.215825,到期日:1090326
民營停車場,109022,楠西區都市計畫停二立體停車場,臺南市楠西區臺南市楠西區民生路12號,06-5751615,-1,0,38,1,1,1,96,2,上午8時至下午5時,臨停:小型車每小時20元，機車每小時10元。 其他月租或優惠依現場公告為主。,23.176599，120.485910,到期日:113.10.01
民營停車場,109023,嘟嘟房台南康樂友愛站停車場,臺南市中西區臺南市中西區康樂街94號旁空地(府前段1318、1319、1320、1321、1322、1323地號),,-1,0,55,2,2,1,0,0,24小時,臨停:每半小時40元。 其他月租或優惠依現場公告為主。 ,22.992852，120.194627,到期日：112.01.08 
民營停車場,109025,邵慈企業社停車場,臺南市中西區臺南市中西區觀亭街110號(觀音段67地號),06-225-7021,-1,0,19,1,0,0,0,0,24小時,其他月租或優惠依現場公告為主。,22.997683，120.206074,到期日:114.03.30
民營停車場,109028,杉霖裕孝路停車場,臺南市東區臺南市東區裕孝路近裕和路口（裕東段424、433地號）,0913551117,-1,0,23,1,1,1,0,0,24小時,臨停:每半小時30元。 其他月租或優惠依現場公告為主。,22.987224，120.243326,到期日:114.04.20
民營停車場,109029,杉霖裕義路停車場,臺南市東區臺南市東區裕義路近裕文路口（裕東段790、804地號）,0913551117,-1,0,28,1,1,1,0,0,24小時,臨停:每半小時30元。 其他月租或優惠依現場公告為主。,22.983162，120.247755,到期日:114.04.20
民營停車場,109030,立暉東門停車場,臺南市東區臺南市東區東門路三段（虎尾段1103地號部份）,06-5702181,-1,0,87,3,2,2,0,0,24小時,臨停:平常日每半小時15元，假日每半小時20元。 其他月租或優惠依現場公告為主。 ,22.976341，120.238140,到期日:112.09.12
民營停車場,109031,富星停車場,臺南市永康區臺南市永康區大同街6號對面（國聖段503、540、941地號）,0912012321,-1,0,61,1,0,0,0,0,24小時,其他月租或優惠依現場公告為主。,23.008398，120.271506,到期日:114.03.23
民營停車場,109032,承莉善化停車場,臺南市善化區臺南市善化區中山路377號,0968-805-889,-1,0,96,3,2,3,0,0,24小時,臨停:每小時20元。 其他月租或優惠依現場公告為主。 ,23.131771，120.291398,臺南市市場處管理06-2796269
民營停車場,109033,俥亭慶平停車場,臺南市安平區臺南市安平區慶平路485號旁（金華段57-26地號）,06-2210036,-1,0,29,1,1,1,0,0,24小時,臨停:每半小時30元。 其他月租或優惠依現場公告為主。,22.996927，120.173206,到期日:114.04.27
民營停車場,109035,ViViPARK永華八街停車場,臺南市安平區臺南市安平區永華八街330號旁（金華段60-1地號）,02-25683773,-1,0,5,1,0,0,0,0,24小時,其他月租或優惠依現場公告為主。,22.996455，120.173083,到期日:113.11.30
民營停車場,109036,ViViPARK安平路一站停車場,臺南市安平區臺南市安平區安平路606巷9號旁（上鯤鯓段586、587、588、589、590、591、592地號）,02-25683773,-1,0,20,1,0,1,0,0,24小時,臨停:每半小時40元。 其他月租或優惠依現場公告為主。 ,22.999310，120.169224,到期日:114.01.31
民營停車場,109037,ViViPARK安平路二站停車場,臺南市安平區臺南市安平區安平路606巷48號對面（上鯤鯓段490、490-2、490-3、491、491-1、491-2地號）,02-25683773,-1,0,25,1,0,0,0,0,24小時,其他月租或優惠依現場公告為主。,23.000521，120.169844,到期日:114.01.31
民營停車場,109038,ViViPARK永華八街二站停車場,臺南市安平區臺南市安平區永華八街298號旁（金華段60-33至60-36地號）,02-25683773,-1,0,19,1,0,1,0,0,24小時,臨停：每半小時40元。 其他月租或優惠依現場公告為主。,22.996250，120.172989,到期日:114.02.28 
民營停車場,109039,新光三越(股)機車停車場,臺南市中西區北門路1段123巷56號,06-2266899,-1,0,0,0,0,0,128,3,上午11時至晚上10時,每半小時5元，不足半小時以半小時計;消費每200元可抵1小時，消費滿1000元可全日免費。,22.994817，120.210246,到期日:112.12.31
民營停車場,109040,Times台南東門路二段第2停車場,臺南市東區臺南市東區東門路2段95號旁（東安段822、904、905、923、925、925-1、926、927地號）,0800-888-924,-1,0,30,1,1,1,0,0,24小時,臨停:每30分鐘50元。 其他月租或優惠依現場公告為主。,22.985931，120.221482,到期日:114.03.15 
民營停車場,109044,竑穗建業停車場,臺南市中西區建業街58號,06-228-9846,-1,0,44,1,1,1,0,0,24小時,平日：第1小時60元，爾後每半小時加收30元，當日最高300元。 假日：第1小時70元，爾後每半小時加收35元，當日最高300元。 月租：3，000元。 ,22.987918，120.205482,到期日:113.05.31
民營停車場,109045,佳里新生停車場,臺南市佳里區臺南市佳里區新生路139號旁,0966655666,-1,0,24,1,1,1,0,0,24小時,臨停:06:00~20:00半小時30元，20:00~06:00半小時20元。 其他月租或優惠依現場公告為主。,23.160301，120.177338,到期日:114.06.08
民營停車場,109046,台灣聯通台南東一停車場,臺南市東區東和路88號東側空地,02-2523-5000,-1,0,6,1,1,1,0,0,24小時,臨停:每小時60元。 其他月租或優惠依現場公告為主。,22.998593，120.226838,到期日:114.06.05
民營停車場,109049,TIMES台南金華路三段停車場,臺南市中西區金華路三段233號北側空地,02-2504-6098,-1,0,22,1,1,1,0,0,24小時,臨停:每30分鐘50元。 其他月租或優惠依現場公告為主。,22.995221，120.193372,到期日:111.04.06
民營停車場,109050,Times台南民生路第2停車場,臺南市中西區臺南市中西區民生路2段59號旁,0800-888-924,-1,0,20,1,1,1,0,0,24小時,臨停:每半小時50元。 其他月租或優惠依現場公告為主。,22.994870，120.197546,到期日：112.04.30
民營停車場,109051,台灣聯通台南東和停車場,臺南市東區東和路102號西側空地,02-2523-5000,-1,0,12,1,1,1,0,0,24小時,臨停:每小時60元。 其他月租或優惠依現場公告為主。,22.998513，120.227428,到期日:114.06.05
民營停車場,109052,臺南南一停車場,臺南市東區民族路一段與民族一街路口(育樂段857、860地號),0926-700388,-1,0,15,1,1,1,0,0,24小時,臨停:每小時60元。 其他月租或優惠依現場公告為主。 ,22.994189，120.215399,到期日:113.12.31
民營停車場,109056,德安百貨本館停車場,臺南市東區中華東路3段360號,06-600-8888,-1,0,372,8,8,1,0,0,24小時,臨停:每小時50元。 其他月租或優惠依現場公告為主。,22.973847，120.220684,到期日:111.08.29 
民營停車場,109057,玉井區農會停車場,臺南市玉井區臺南市玉井區中正路139號,06-5741215,-1,0,90,2,1,1,0,0,24小時,臨停:每半小時25元。 其他月租或優惠依現場公告為主。,23.125309，120.462051,到期日：112.04.25 
民營停車場,109058,馬雅各紀念大樓地下停車場,臺南市麻豆區麻豆區苓子林20號,06-5702228#1197,-1,0,48,2,1,1,0,0,24小時,臨停:30分鐘內免費；31分起開始計費，4小時內，收費30元；逾4小時者，每半小時增收5元。 其他月租或優惠依現場公告為主。,23.180225，120.232857,到期日:114.08.26 
民營停車場,109059,黃家停車場,臺南市永康區永康區勝華街與勝利街口東北側（兵北段288地號）,0910-831839,-1,0,41,1,0,0,0,0,24小時,其他月租或優惠依現場公告為主。,23.006501，120.233034,到期日:114.06.30 
民營停車場,109060,樂樂停車房東區仁和場,臺南市東區臺南市東區中華東路3段77巷24-1號旁,0965667578,-1,0,45,1,1,1,0,0,24小時,臨停:每小時60元。 其他月租或優惠依現場公告為主。,22.978965，120.228298,到期日:114.05.31 
民營停車場,109061,竑穗西華停車場,臺南市北區西華街36號(公園段267地號),06-228-9846,-1,0,15,1,1,1,0,0,24小時,臨停:平日每小時，假日第每小時70元。 其他月租或優惠依現場公告為主。 ,22.999530，120.210705,到期日:114.08.31
民營停車場,109062,Times台南育平九街停車場,臺南市安平區臺南市安平區育平九街126號旁,0809008924,-1,0,51,1,1,1,0,0,24小時,每半小時30元。其他月租或優惠依現場公告為主。,22.995241，120.172343,到期日:114.07.02
民營停車場,109063,日月亭武東停車場,臺南市歸仁區歸仁區歸仁十三路近高發三路口（武東段164地號）,06-2210036,-1,0,336,8,8,8,0,0,24小時,臨停:每半小時30元。 其他月租或優惠依現場公告為主。,22.925586，120.292727,到期日:114.05.20 
民營停車場,109065,助安168台南西門停車場,臺南市中西區西門路1段660號B3~B5,02-27546661,-1,0,388,8,8,8,0,0,24小時,計時：每半小時35元。 月租：每月6，000元。 ,22.988343，120.198262,到期日：110.12.31
民營停車場,109067,南紡置地廣場停車場,臺南市東區中華東路1段358號,06-2366222,-1,0,495,14,23,10,0,0,24小時,臨停:汽車每小時50元，機車每次20元。 其他月租或優惠依現場公告為主。,22.992322，120.233323,到期日:114.09.14
民營停車場,109068,杉霖國安宜居停車場,臺南市安南區國安街210巷與國安街156巷51弄路口（國安段791-5至791-9地號）,0913551117,-1,0,168,4,4,4,0,0,24小時,臨停:每30分鐘30元。 其他月租或優惠依現場公告為主。 ,23.023425，120.185994,到期日:114.08.13
民營停車場,109069,Times台南北成路停車場,臺南市北區北成路50號旁（北安段1775地號）,0809008924,-1,0,49,1,1,1,0,0,24小時,臨停:每半小時50元。 其他月租或優惠依現場公告為主。,23.018898，120.210122,到期日:114.08.19
民營停車場,109073,竑穗北安停車場,臺南市北區北安路1段145號旁,0926700388,-1,0,14,1,1,1,0,0,24小時,臨停:每小時60元。 其他月租或優惠依現場公告為主。,23.017262，120.208961,到期日:112.07.31
民營停車場,109074,竑穗永華停車場,臺南市安平區永華路2段701號後方（金華段135地號）,0926700388,-1,0,43,1,1,1,0,0,24小時,臨停:平日每小時60元，假日每小時70元。 其他月租或優惠依現場公告為主。 ,22.990331，120.171921,到期日:112.09.20 
民營停車場,109076,Times燦坤台南永華二店停車場,臺南市安平區臺南是安平區永華路二段35號,0809008924,-1,0,9,1,1,1,0,0,24小時,臨停:每半小時30元。 其他月租或優惠依現場公告為主。,22.989024，120.185767,到期日:111.02.28 
民營停車場,109077,及泰衛民二停車場,臺南市中西區臺南市中西區衛民街78號旁空地(青年段225、240地號),02-27546661,-1,0,7,1,0,1,0,0,24小時,臨停:每半小時40元。 其他月租或優惠依現場公告為主。,22.993046，120.209807,到期日：111.10.31 
民營停車場,109080,臨安民生路停車場,臺南市中西區民生路二段374號旁,06-312-1033,-1,0,29,1,1,1,0,0,24小時,臨停:每小時收費50元。 其他月租或優惠依現場公告為主。,22.997775，120.188810,到期日:111.08.31
民營停車場,109088,橋南停車場,臺南市鹽水區南門路14號,0919251900,-1,0,10,1,0,0,0,0,下午13時至晚上23時,臨停:每次150元。 其他月租或優惠依現場公告為主。,23.315757，120.267109,到期日:114.11.26
民營停車場,109090,台灣聯通台南大德停車場,臺南市南區樹林街2段253號B1、B2,02-25235000,-1,0,39,1,1,0,0,0,24小時,臨停:每小時60元。 其他月租或優惠依現場公告為主。,22.985851，120.195874,到期日:114.08.31
民營停車場,109094,Times臺南一中體育館停車場,臺南市東區臺南市東區東寧路臺南一中體育館B1,0809008924,-1,0,44,1,1,1,0,0,24小時,臨停:每半小時30元。 其他月租或優惠依現場公告為主。,22.992383，120.218642,到期日:114.12.29 
民營停車場,110001,台南市立醫院停車場,臺南市東區崇德路670號,06-2902505,-1,0,127,4,4,1,54,2,24小時,臨停:汽車未滿30分鐘免費，超過30分鐘，每小時收費20元，機車每次10元。 其他月租或優惠依現場公告為主。,22.968726，120.226791,到期日:112.06.30
民營停車場,110003,長春停車場,臺南市新營區長春街154-2號西側,0933-690808,-1,0,5,1,0,0,0,0,上午5時至晚上10時,臨停:每天每次50元。 其他月租或優惠依現場公告為主。,23.301409，120.310874,到期日:114.11.24
民營停車場,110005,挺衛停車場,臺南市北區公園路798號B1,06-2525302,-1,0,27,1,1,1,0,0,24小時,臨停每小時20元。 月租2，500元。 ,23.011769，120.212170,到期日:112.12.31
民營停車場,110006,竑穗興濟二站停車場,臺南市中西區中成路32號（觀音段279、280地號）,06-2289846,-1,0,29,1,1,1,0,0,24小時,臨停每半小時50元。 月租6，000元。 ,22.997492，120.205211,到期日:115.01.24
民營停車場,110007,Times台南民族路一段停車場,臺南市東區民族路1段17巷37號對面,0809008924,-1,0,26,1,1,1,0,0,24小時,每半小時30元,22.993686，120.215775,到期日:115.01.25
民營停車場,110008,竑穗富北停車場,臺南市北區臺南市北區富北街(北門派出所後方),06-2224851,-1,0,9,1,1,1,0,0,24小時,臨停:平日每小時60元，假日每小時70元。 其他月租或優惠依現場公告為主。,22.998071，120.211587,到期日110.12.31
民營停車場,110009,臺南市美術館1館停車場,臺南市中西區南門路37號B1,06-2218881,-1,0,22,2,1,1,0,0,上午10時至下午10時,小型車平日30元/時，假日40元/時。 機車平日10元/次，假日20元/次。 ,22.991101，120.205741,到期日:115.02.01
民營停車場,110010,崇明大樓室內停車場,臺南市東區崇明路268號地下一樓,0937-054734,-1,0,9,1,0,0,0,0,24小時,其他月租或優惠依現場公告為主。,22.978115，120.219239,到期日:114.12.16
民營停車場,110011,竑穗家樂福中正店停車場,臺南市永康區中正南路358號2F,06-2289846,-1,0,121,5,4,3,0,0,24小時,平日第1小時60元，之後每半小時加收30元，當日最高600元。 假日第1小時70元，之後每半小時加收35元，當日最高600元。 月租3，000元。 ,23.032440，120.228038,到期日:115.02.24
民營停車場,110012,Times台南安平路停車場,臺南市安平區安平路606巷2號旁,0809008924,-1,0,12,1,0,1,0,0,24小時,平日每半小時30元，當日最高150元。 假日每半小時40元，無最高收費優惠。 ,22.999390，120.169414,到期日:114.12.31
民營停車場,110013,永科停一停車場,臺南市永康區臺南市永康區永科環路397號（王行段9地號）,06-2026605,-1,0,61,3,2,1,21,1,24小時,小型車臨停第1小時50元，之後每半小時加收25元；月租3，000元。機車每日每次30元。,23.043730，120.275045,到期日:115.03.03 
民營停車場,110014,永科停二停車場,臺南市永康區臺南市永康區永科環路300號（王行段37地號）,06-2026605,-1,0,21,1,1,1,51,1,24小時,小型車臨停第1小時50元，之後每半小時加收25元；月租3，000元。機車每日每次30元。,23.047566，120.278709,到期日:115.03.03 
民營停車場,110015,永科停三停車場,臺南市永康區臺南市永康區永科一路19號（王行段110地號）,06-2026605,-1,0,56,2,2,1,42,1,24小時,小型車臨停第1小時50元，之後每半小時加收25元；月租3，000元。機車每日每次30元。,23.044247，120.281664,到期日:115.03.03 
民營停車場,110016,永科停四停車場,臺南市永康區臺南市永康區永科環路309號（王行段93地號）,06-2026605,-1,0,63,2,2,1,38,1,24小時,小型車臨停第1小時50元，之後每半小時加收25元；月租3，000元。機車每日每次30元。,23.040586，120.274617,到期日:115.03.03 
民營停車場,110017,永科停五停車場,臺南市永康區臺南市永康區永科三路77號（王行段116地號）,06-2026605,-1,0,60,2,2,1,56,1,24小時,小型車臨停第1小時50元，之後每半小時加收25元；月租3，000元。機車每日每次30元。,23.041279，120.278343,到期日:115.03.03 
民營停車場,110018,永科停六停車場,臺南市永康區臺南市永康區永科環路199號（王行段209地號）,06-2026605,-1,0,43,2,1,1,17,1,24小時,小型車臨停第1小時50元，之後每半小時加收25元；月租3，000元。機車每日每次30元。,23.036258，120.275923,到期日:115.03.03 
民營停車場,110019,永科停七停車場,臺南市永康區臺南市永康區永科東路3號（王行段148地號）,06-2026605,-1,0,44,2,1,1,41,1,24小時,小型車臨停第1小時50元，之後每半小時加收25元；月租3，000元。機車每日每次30元。,23.036673，120.281754,到期日:115.03.03
民營停車場,110020,永科停八停車場,臺南市永康區臺南市永康區永科南路160號（王行段211地號）,06-2026605,-1,0,32,1,1,1,42,1,24小時,小型車臨停第1小時50元，之後每半小時加收25元；月租3，000元。機車每日每次30元。,23.032983，120.276786,到期日:115.03.03
民營停車場,110021,長安停車場,臺南市安南區臺南市安南區鎮安一街（長安段1119地號）,0915629999,-1,0,5,1,0,0,0,0,24小時,月租每月1，000元,23.064826，120.198598,到期日:114.11.15
民營停車場,110022,蓮潭南街停車場,臺南市善化區台南市善化區蓮潭南街與月眉園路交叉口(善新段294地號),0929634027,-1,0,40,1,0,0,0,0,24小時,月租每月2，000元,23.110772，120.303818,到期日:114.12.13
民營停車場,110023,助安168台南衛民停車場,臺南市中西區衛民街67號,02-27546661,-1,0,26,1,1,1,0,0,24小時,臨停:平日每半小時30元.假日每半時50元;月租8，000元。 其他月租或優惠依現場公告為主。,22.992878，120.210159,到期日:111.12.31
民營停車場,110025,仁義停車場,臺南市仁德區台南市仁德區仁義路98巷(鍾厝段729、730地號),0955667668,-1,0,54,1,0,0,0,0,24小時,月租每月1，200元,22.967563，120.254952,到期日:114.12.29
民營停車場,110026,豐勝通運有限公司停車場,臺南市永康區台南市永康區復興路近國道一號高速公路(中45，56，57，61，62地號),06-3039996,-1,55,0,0,0,0,0,0,24小時,臨停:每次600元，隔日零時重新計價。 月租5，000元。 ,22.998611，120.246924,到期日:114.12.31
