Unnamed: 0,匯入時間,統計時間,區域別代碼,縣市,鄉鎮市區,村里,戶數,人口數,人口數-男,人口數_人口數_女,人口數_0歲_男,人口數_0歲_女,人口數_1歲_男,人口數_1歲_女,人口數_2歲_男,人口數_2歲_女,人口數_3歲_男,人口數_3歲_女,人口數_4歲_男,人口數_4歲_女,人口數_5歲_男,人口數_5歲_女,人口數_6歲_男,人口數_6歲_女,人口數_7歲_男,人口數_7歲_女,人口數_8歲_男,人口數_8歲_女,人口數_9歲_男,人口數_9歲_女,人口數_10歲_男,人口數_10歲_女,人口數_11歲_男,人口數_11歲_女,人口數_12歲_男,人口數_12歲_女,人口數_13歲_男,人口數_13歲_女,人口數_14歲_男,人口數_14歲_女,人口數_15歲_男,人口數_15歲_女,人口數_16歲_男,人口數_16歲_女,人口數_17歲_男,人口數_17歲_女,人口數_18歲_男,人口數_18歲_女,人口數_19歲_男,人口數_19歲_女,人口數_20歲_男,人口數_20歲_女,人口數_21歲_男,人口數_21歲_女,人口數_22歲_男,人口數_22歲_女,人口數_23歲_男,人口數_23歲_女,人口數_24歲_男,人口數_24歲_女,人口數_25歲_男,人口數_25歲_女,人口數_26歲_男,人口數_26歲_女,人口數_27歲_男,人口數_27歲_女,人口數_28歲_男,人口數_28歲_女,人口數_29歲_男,人口數_29歲_女,人口數_30歲_男,人口數_30歲_女,人口數_31歲_男,人口數_31歲_女,人口數_32歲_男,人口數_32歲_女,人口數_33歲_男,人口數_33歲_女,人口數_34歲_男,人口數_34歲_女,人口數_35歲_男,人口數_35歲_女,人口數_36歲_男,人口數_36歲_女,人口數_37歲_男,人口數_37歲_女,人口數_38歲_男,人口數_38歲_女,人口數_39歲_男,人口數_39歲_女,人口數_40歲_男,人口數_40歲_女,人口數_41歲_男,人口數_41歲_女,人口數_42歲_男,人口數_42歲_女,人口數_43歲_男,人口數_43歲_女,人口數_44歲_男,人口數_44歲_女,人口數_45歲_男,人口數_45歲_女,人口數_46歲_男,人口數_46歲_女,人口數_47歲_男,人口數_47歲_女,人口數_48歲_男,人口數_48歲_女,人口數_49歲_男,人口數_49歲_女,人口數_50歲_男,人口數_50歲_女,人口數_51歲_男,人口數_51歲_女,人口數_52歲_男,人口數_52歲_女,人口數_53歲_男,人口數_53歲_女,人口數_54歲_男,人口數_54歲_女,人口數_55歲_男,人口數_55歲_女,人口數_56歲_男,人口數_56歲_女,人口數_57歲_男,人口數_57歲_女,人口數_58歲_男,人口數_58歲_女,人口數_59歲_男,人口數_59歲_女,人口數_60歲_男,人口數_60歲_女,人口數_61歲_男,人口數_61歲_女,人口數_62歲_男,人口數_62歲_女,人口數_63歲_男,人口數_63歲_女,人口數_64歲_男,人口數_64歲_女,人口數_65歲_男,人口數_65歲_女,人口數_66歲_男,人口數_66歲_女,人口數_67歲_男,人口數_67歲_女,人口數_68歲_男,人口數_68歲_女,人口數_69歲_男,人口數_69歲_女,人口數_70歲_男,人口數_70歲_女,人口數_71歲_男,人口數_71歲_女,人口數_72歲_男,人口數_72歲_女,人口數_73歲_男,人口數_73歲_女,人口數_74歲_男,人口數_74歲_女,人口數_75歲_男,人口數_75歲_女,人口數_76歲_男,人口數_76歲_女,人口數_77歲_男,人口數_77歲_女,人口數_78歲_男,人口數_78歲_女,人口數_79歲_男,人口數_79歲_女,人口數_80歲_男,人口數_80歲_女,人口數_81歲_男,人口數_81歲_女,人口數_82歲_男,人口數_82歲_女,人口數_83歲_男,人口數_83歲_女,人口數_84歲_男,人口數_84歲_女,人口數_85歲_男,人口數_85歲_女,人口數_86歲_男,人口數_86歲_女,人口數_87歲_男,人口數_87歲_女,人口數_88歲_男,人口數_88歲_女,人口數_89歲_男,人口數_89歲_女,人口數_90歲_男,人口數_90歲_女,人口數_91歲_男,人口數_91歲_女,人口數_92歲_男,人口數_92歲_女,人口數_93歲_男,人口數_93歲_女,人口數_94歲_男,人口數_94歲_女,人口數_95歲_男,人口數_95歲_女,人口數_96歲_男,人口數_96歲_女,人口數_97歲_男,人口數_97歲_女,人口數_98歲_男,人口數_98歲_女,人口數_99歲_男,人口數_99歲_女,人口數_100歲以上_男,人口數_100歲以上_女
2704,20211201,202109,67000060004,臺南市,東山區,三榮里,439,1010,523,487,2,4,2,0,1,2,5,4,1,1,3,5,0,2,2,2,0,5,2,3,1,2,1,4,1,2,2,1,3,1,4,5,3,4,7,4,3,5,5,9,11,6,11,5,5,11,11,4,8,7,10,8,8,3,6,4,12,4,10,8,7,6,5,7,4,8,10,7,5,3,6,6,4,8,6,6,4,3,4,10,7,5,6,3,3,5,4,8,9,6,9,6,4,9,9,7,7,5,5,2,5,9,5,8,8,11,9,6,12,9,13,7,14,10,14,9,10,15,18,14,17,7,11,8,8,9,9,5,10,4,5,4,12,4,8,8,6,5,5,6,6,2,6,6,4,5,2,6,8,6,2,1,3,5,3,4,4,4,2,3,0,3,2,4,5,2,3,1,1,7,0,4,2,2,3,3,1,3,4,5,1,1,2,2,0,2,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0
2705,20211201,202109,67000060005,臺南市,東山區,大客里,485,1171,624,547,5,1,3,4,2,3,2,3,1,2,4,4,4,2,3,1,3,5,6,1,2,4,1,1,2,0,5,4,0,2,5,0,6,2,7,8,7,5,3,6,10,7,13,5,4,10,7,10,10,8,2,10,5,4,8,9,7,8,8,7,5,4,3,4,8,4,9,2,7,7,4,2,8,7,5,5,8,10,8,4,4,6,10,6,7,11,10,6,5,7,4,7,4,2,10,3,13,8,7,12,10,6,10,5,18,16,9,5,12,8,10,8,18,12,17,7,7,11,12,9,14,10,8,9,12,7,9,9,10,7,20,13,8,9,10,4,12,8,7,7,8,16,10,8,8,6,6,7,4,3,4,2,3,9,6,6,2,5,9,6,6,5,6,5,4,5,6,4,6,4,2,5,2,3,5,4,1,3,1,3,1,5,1,2,2,0,1,1,1,1,1,3,0,2,1,0,0,0,0,0,0,1
2706,20211201,202109,67000060006,臺南市,東山區,科里里,593,1292,683,609,4,0,0,6,2,2,5,6,3,5,5,3,3,2,4,2,2,2,1,1,0,2,2,1,3,2,3,3,3,5,6,7,3,4,7,7,5,4,7,4,5,8,9,6,8,12,9,8,11,8,8,4,9,8,9,6,9,11,8,8,4,4,7,5,12,9,6,1,8,3,5,3,6,2,4,4,7,8,6,5,9,6,10,11,10,9,6,8,14,13,10,8,10,5,8,12,12,7,11,8,14,15,12,16,13,8,22,8,9,6,14,8,16,9,23,10,9,10,14,16,19,5,17,12,9,4,15,9,11,12,7,8,7,7,8,5,7,8,4,5,5,15,8,7,9,4,6,10,8,10,1,7,2,10,5,12,6,8,8,5,6,6,7,7,6,7,8,7,1,6,3,2,5,5,8,3,1,1,3,5,4,6,2,1,1,1,0,1,0,1,1,2,1,0,0,1,0,0,0,0,0,0
2707,20211201,202109,67000060007,臺南市,東山區,東河里,397,899,485,414,1,0,4,4,2,0,1,2,4,2,0,1,2,1,2,3,3,3,3,3,0,1,3,1,1,0,1,1,4,4,3,2,2,3,3,1,4,1,2,2,4,6,4,5,6,6,7,4,6,5,13,5,5,6,10,4,6,9,7,10,6,11,8,8,7,2,2,3,4,5,5,3,10,4,4,8,6,3,5,6,4,2,7,2,5,5,5,5,8,5,1,6,7,6,9,13,4,8,8,10,6,6,11,6,8,4,9,6,9,8,11,6,13,9,13,7,12,3,7,9,8,8,8,5,13,4,8,8,10,4,12,6,8,2,6,6,5,5,4,2,10,8,8,4,2,8,4,3,5,6,4,2,2,3,7,3,5,7,1,2,2,5,2,2,2,5,2,4,5,7,0,4,4,2,1,7,2,0,4,2,1,1,1,2,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
2708,20211201,202109,67000060008,臺南市,東山區,南溪里,183,458,265,193,2,1,4,2,1,1,2,0,1,0,2,0,0,0,1,1,1,0,1,2,1,0,2,1,0,1,0,0,0,2,1,0,5,1,1,0,3,2,2,2,3,1,0,2,3,4,2,2,2,6,2,4,7,4,5,0,3,4,3,1,0,1,4,5,1,4,3,1,2,1,2,2,3,1,1,3,3,4,5,2,2,1,1,1,1,2,3,2,6,3,0,2,4,1,3,2,4,3,8,2,7,2,6,4,5,6,8,2,4,4,4,4,7,3,5,2,15,5,6,6,7,2,6,4,6,3,7,3,4,5,4,3,1,0,3,1,2,1,5,1,6,6,1,3,0,3,1,1,0,2,0,5,0,4,1,1,1,2,3,1,3,2,2,2,5,4,3,1,2,0,1,1,1,0,2,2,2,2,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2709,20211201,202109,67000060009,臺南市,東山區,水雲里,212,389,226,163,1,0,0,0,0,1,2,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,2,3,1,1,2,1,5,1,0,2,0,2,2,4,1,0,3,0,1,1,4,5,6,2,0,1,2,1,1,0,4,1,3,1,2,2,4,1,1,0,0,3,1,2,3,0,1,1,0,1,1,1,3,1,5,2,2,2,5,2,1,2,5,2,3,3,2,5,8,6,1,4,5,3,2,5,7,5,5,3,11,2,6,4,7,3,5,3,2,1,4,1,5,3,3,1,5,5,5,0,8,3,4,2,4,3,6,0,8,4,3,1,4,2,0,3,3,3,3,3,1,6,2,1,2,4,4,1,1,2,1,1,1,1,0,3,1,3,0,2,2,0,0,2,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2710,20211201,202109,67000060010,臺南市,東山區,林安里,175,378,216,162,0,0,0,0,2,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,2,2,0,1,1,1,2,3,1,1,2,0,5,4,1,1,0,2,0,2,1,2,0,2,4,3,1,1,0,3,0,0,1,0,4,2,1,1,1,1,1,2,3,2,1,5,2,1,4,5,1,2,1,2,2,1,5,4,1,2,4,1,1,6,2,0,2,3,3,6,5,5,2,5,0,0,2,1,4,5,1,9,7,1,0,10,4,5,1,9,5,2,1,7,6,6,2,7,2,4,2,4,0,5,3,4,0,2,3,1,4,2,1,5,2,2,4,3,0,2,3,3,0,2,3,2,0,4,1,2,2,3,3,1,3,2,2,1,2,0,5,1,2,2,1,0,2,1,3,0,1,2,1,0,2,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0
2711,20211201,202109,67000060011,臺南市,東山區,東原里,880,2241,1213,1028,0,1,4,5,5,3,8,4,5,6,6,3,5,5,9,5,9,1,6,6,1,6,6,5,5,4,8,7,5,9,6,10,10,10,10,10,16,10,6,13,16,10,14,6,9,7,13,6,16,12,13,12,14,12,9,16,14,12,7,8,11,10,6,8,14,10,11,12,8,7,17,14,17,11,13,16,18,17,10,15,17,21,22,18,16,8,13,15,21,14,18,17,22,15,17,10,17,9,15,9,12,14,15,17,18,12,15,15,21,13,28,15,31,17,26,7,31,17,23,11,25,14,24,17,29,16,21,27,16,15,26,14,17,20,19,14,18,21,22,23,22,15,16,16,13,15,17,14,9,18,14,7,8,10,6,8,13,10,13,13,16,7,12,14,5,6,10,8,7,11,8,11,9,11,3,6,3,8,2,6,2,3,1,4,3,2,2,3,0,1,2,1,1,0,1,0,0,0,0,0,0,1
2712,20211201,202109,67000060012,臺南市,東山區,嶺南里,267,706,386,320,2,1,3,1,1,1,1,3,1,0,0,2,0,2,0,1,2,3,3,3,0,2,1,2,1,1,1,3,1,4,3,1,3,4,1,3,6,8,5,3,5,6,0,2,1,4,5,2,6,1,1,3,2,4,1,0,3,2,2,3,5,4,2,2,2,5,6,4,4,2,7,5,6,2,3,4,6,5,2,8,6,3,7,3,5,4,5,1,4,3,4,7,2,3,5,7,4,4,5,3,3,5,10,3,8,3,13,4,4,4,13,4,12,4,9,5,8,7,17,3,2,6,7,6,6,2,12,7,7,5,8,4,8,8,7,5,8,2,4,2,3,5,2,3,3,10,8,2,6,1,4,2,4,2,5,2,2,6,5,7,5,7,2,2,3,1,2,1,2,2,4,3,2,3,1,3,3,2,2,3,1,4,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2713,20211201,202109,67000060013,臺南市,東山區,南勢里,468,1178,646,532,8,2,3,3,2,1,3,4,2,1,4,2,2,4,1,1,5,1,1,3,4,3,3,5,4,3,3,6,0,2,5,5,5,14,7,5,7,7,5,5,8,7,5,3,8,7,5,8,4,4,6,5,7,5,7,8,9,5,7,8,4,9,4,9,6,5,6,6,10,7,6,3,9,6,8,10,13,3,10,5,11,12,9,9,9,5,3,6,6,8,11,8,4,4,9,8,5,3,9,2,11,7,13,5,10,7,11,5,13,8,16,8,19,9,16,10,15,13,12,8,21,15,9,7,11,13,14,8,20,8,8,11,15,6,6,5,9,5,15,5,8,7,8,5,7,12,3,7,5,2,4,8,13,7,6,6,4,3,1,1,4,3,1,5,3,5,2,3,3,4,3,6,3,4,1,1,5,2,0,1,1,2,1,2,2,2,1,2,0,0,0,1,0,2,0,0,1,1,0,0,0,0
2714,20211201,202109,67000060014,臺南市,東山區,青山里,483,1175,648,527,1,3,4,2,4,1,4,4,6,4,5,4,2,3,3,1,4,2,3,1,2,5,4,1,3,3,1,2,9,1,7,5,1,4,4,6,5,5,6,11,7,4,6,3,2,7,2,5,4,8,4,6,8,6,1,6,7,4,8,5,8,2,13,5,7,6,13,4,9,3,10,6,9,4,7,11,9,11,10,7,6,6,8,8,10,7,9,4,7,5,8,6,5,5,7,11,4,8,7,7,12,7,7,9,6,10,16,7,6,3,17,7,17,6,17,10,20,5,17,15,12,11,13,14,16,8,12,11,6,4,16,5,11,7,6,8,12,5,10,6,9,8,9,5,7,7,4,9,5,2,3,6,4,10,6,3,5,5,8,3,8,10,8,10,6,7,4,5,5,10,1,5,1,2,3,5,2,2,2,1,0,0,3,2,2,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2715,20211201,202109,67000060015,臺南市,東山區,高原里,368,955,536,419,2,1,2,0,1,1,2,4,1,1,1,2,3,2,1,1,4,2,4,0,1,1,2,3,1,1,1,1,7,0,4,6,2,1,4,6,6,4,9,8,4,6,3,2,5,2,5,8,6,4,8,4,3,4,7,4,4,2,3,2,4,8,3,5,14,6,6,6,7,4,11,9,12,5,4,6,8,5,9,2,4,3,4,5,5,3,9,2,6,4,5,7,5,4,7,5,4,10,9,3,7,5,11,4,7,7,11,3,8,6,17,7,10,13,18,4,15,8,10,12,7,10,6,3,7,8,16,3,13,6,9,12,11,5,4,4,12,8,7,4,7,5,3,10,4,5,5,6,4,4,5,3,4,3,3,5,2,1,6,2,8,10,3,6,5,5,4,7,3,8,4,4,3,3,2,3,3,2,3,3,2,2,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2716,20211201,202109,67000060016,臺南市,東山區,聖賢里,821,2024,1051,973,2,4,6,1,4,5,3,6,5,4,6,5,2,6,4,3,3,9,4,5,0,2,3,4,3,0,4,1,7,6,12,8,12,6,11,12,11,6,6,14,15,12,9,18,13,6,21,13,16,8,15,11,11,16,14,10,15,12,12,14,9,9,8,9,15,5,8,10,12,8,9,9,14,12,19,13,19,16,16,7,18,18,8,11,15,15,19,13,9,8,15,15,17,18,15,15,13,11,11,12,15,16,11,19,19,10,20,15,23,8,21,14,14,18,28,17,20,20,26,18,22,25,23,18,20,14,15,12,20,13,18,9,14,9,19,23,21,11,9,10,13,23,13,10,13,14,13,8,11,9,3,4,7,7,8,14,9,11,6,10,5,13,11,14,6,12,4,6,4,13,3,10,1,5,6,6,3,0,4,7,6,9,3,3,2,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
2717,20211201,202109,67000070003,臺南市,麻豆區,東角里,1102,3114,1519,1595,10,8,8,6,13,8,9,15,19,14,14,22,24,24,19,21,20,24,19,16,17,7,14,12,10,14,10,16,15,22,9,12,14,12,16,12,22,14,13,19,19,18,22,15,21,18,18,19,16,16,22,23,21,14,18,15,17,20,14,27,26,19,19,24,26,23,17,20,17,23,25,19,20,23,27,20,21,28,21,21,25,33,17,24,34,21,22,21,24,25,28,29,17,21,20,25,16,25,23,20,22,24,19,12,23,27,25,18,18,23,15,19,16,23,23,22,28,24,19,27,28,41,17,19,22,23,23,16,28,27,14,20,23,34,23,21,16,19,17,14,18,20,13,22,11,17,18,8,9,9,9,12,15,10,8,5,8,6,9,9,11,7,3,9,6,9,6,7,3,4,2,5,3,4,4,6,4,5,3,4,2,1,3,4,0,4,2,1,1,0,1,1,0,3,0,2,0,1,0,0,0,0
2718,20211201,202109,67000070004,臺南市,麻豆區,晋江里,1058,2946,1459,1487,5,7,7,14,11,9,6,5,12,12,19,18,17,16,12,28,19,16,18,18,17,18,10,7,17,12,10,13,9,15,11,6,11,7,15,17,15,7,20,16,18,21,14,11,12,9,14,9,18,17,16,21,25,21,16,11,20,13,20,16,22,10,29,19,34,19,21,19,16,19,16,16,25,22,29,26,21,27,30,29,26,24,29,23,27,23,27,35,19,23,25,15,15,16,17,15,19,17,17,16,21,14,14,22,13,16,20,23,15,26,24,14,20,18,13,22,33,23,20,23,25,34,26,22,17,22,25,25,19,20,24,22,15,36,12,19,21,19,14,20,20,16,12,16,18,15,16,14,15,15,7,6,5,9,13,11,6,8,6,12,4,12,10,11,7,15,3,9,7,9,3,8,4,4,3,7,2,3,0,3,1,3,2,7,1,2,1,1,1,5,0,0,1,1,1,1,0,0,1,1,0,0
2719,20211201,202109,67000070005,臺南市,麻豆區,巷口里,973,2479,1234,1245,6,6,2,12,9,3,12,10,10,8,9,9,10,12,14,7,9,10,15,12,12,11,12,10,10,6,9,11,12,12,10,11,11,11,13,8,12,10,14,8,17,7,11,10,15,11,10,13,13,14,11,21,11,15,14,16,17,15,16,24,17,11,18,13,12,18,15,18,15,12,22,19,16,18,27,18,31,18,24,20,29,20,22,26,19,27,23,17,20,22,20,20,13,17,17,15,6,12,19,12,17,15,19,9,14,16,10,24,21,23,16,16,13,21,21,17,18,16,13,25,16,21,13,16,20,17,11,24,17,15,10,23,24,10,23,16,16,17,24,13,18,21,13,12,8,12,12,10,8,13,6,9,8,3,8,14,5,16,8,5,9,8,11,14,5,8,5,6,7,5,8,11,4,4,5,7,5,3,5,6,1,1,3,4,2,3,1,6,2,1,0,1,0,1,0,0,0,0,0,0,0,1
2720,20211201,202109,67000070006,臺南市,麻豆區,中興里,874,2221,1089,1132,7,3,7,1,4,7,11,4,8,4,13,7,11,11,4,6,8,10,9,10,3,4,8,6,11,7,7,7,10,11,12,6,9,11,6,15,9,14,15,12,10,10,14,12,13,13,13,8,17,9,17,4,12,13,14,12,10,12,12,12,10,16,14,21,21,11,13,21,18,14,12,14,23,7,8,13,18,26,13,20,17,17,22,14,12,18,20,23,18,16,14,18,24,12,16,16,12,17,19,18,21,14,9,16,15,11,13,12,8,13,26,22,15,18,19,14,12,14,11,15,17,25,23,16,14,15,13,17,11,20,21,22,21,18,14,15,12,26,19,13,21,16,14,29,6,13,9,10,7,10,8,9,9,7,6,4,8,12,8,12,6,9,5,8,4,10,6,6,6,6,5,3,5,9,3,6,2,6,0,4,2,4,4,6,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
2721,20211201,202109,67000070007,臺南市,麻豆區,興農里,573,1701,878,823,4,3,4,2,8,1,7,2,8,4,14,10,10,6,10,5,14,10,6,6,14,6,6,6,7,13,7,9,8,8,7,7,5,7,13,16,9,10,10,7,11,14,13,13,13,4,7,7,9,10,14,12,13,6,10,10,4,10,19,8,8,9,12,13,18,9,6,6,8,7,8,16,15,10,8,17,8,11,12,13,19,15,17,11,17,16,12,13,11,13,13,12,10,8,10,16,8,17,12,8,11,13,14,10,11,10,9,12,12,18,10,9,13,13,8,10,16,13,20,9,17,14,14,10,7,15,12,12,10,16,14,16,19,20,12,8,12,9,17,8,14,14,8,13,7,7,6,6,10,5,6,6,5,5,4,1,7,3,4,4,4,4,3,2,4,4,1,1,4,4,2,6,2,2,2,3,3,5,3,1,2,2,1,3,1,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2722,20211201,202109,67000070009,臺南市,麻豆區,油車里,1435,4155,2108,2047,11,10,15,13,16,14,9,13,14,13,18,15,24,18,20,20,23,18,27,23,21,23,13,15,22,22,28,11,21,13,18,24,24,14,29,19,23,20,25,23,31,15,23,25,20,21,22,21,35,23,26,30,31,25,29,19,28,25,31,17,28,33,22,20,25,19,27,26,28,30,24,34,32,38,27,28,37,43,36,32,43,36,44,36,27,34,32,42,32,38,33,28,33,31,27,32,31,39,26,26,30,31,24,27,28,26,36,33,26,27,35,30,22,26,36,36,29,28,27,33,42,30,31,37,48,47,32,26,28,28,35,32,27,29,23,23,27,33,19,34,31,25,25,23,22,16,15,11,7,9,8,6,9,10,13,12,8,6,7,12,10,12,12,15,5,4,2,9,3,10,6,7,6,16,2,8,3,3,2,1,7,2,4,2,1,1,1,0,0,2,0,0,1,0,1,2,0,0,0,0,1,0
2723,20211201,202109,67000070010,臺南市,麻豆區,北勢里,485,1210,645,565,1,1,4,1,1,3,0,4,5,6,1,1,1,5,3,5,1,5,5,4,3,4,1,4,0,7,5,3,4,6,11,3,4,2,2,4,3,1,3,7,6,6,9,7,5,4,10,6,10,5,5,3,9,5,9,3,11,8,10,6,15,15,9,3,3,11,12,6,7,4,11,6,7,6,6,5,10,12,8,7,10,6,7,10,14,8,11,7,8,5,4,9,9,6,12,7,7,7,9,6,8,6,5,2,7,14,11,9,8,12,8,13,11,7,16,6,11,6,19,10,18,6,11,12,16,12,14,14,18,6,11,6,15,13,8,7,7,9,10,7,6,9,9,11,8,8,9,5,7,3,6,3,4,4,2,2,5,3,3,3,4,3,3,4,3,8,2,4,5,6,3,5,2,4,3,8,4,3,1,5,0,2,2,2,0,3,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0
2724,20211201,202109,67000070011,臺南市,麻豆區,大埕里,1284,3507,1731,1776,6,10,17,12,16,17,10,13,14,17,14,17,19,31,22,20,35,20,27,28,19,16,24,16,17,14,21,13,15,22,15,13,25,14,18,24,14,9,14,10,13,18,19,14,12,17,31,10,19,20,22,27,18,17,25,13,23,22,17,19,14,24,29,23,25,18,24,26,22,18,29,26,27,25,28,30,21,27,33,35,34,26,33,25,30,33,21,34,28,43,17,29,26,29,34,25,16,16,20,23,19,23,18,20,25,14,23,32,26,23,23,19,27,24,25,29,19,33,34,20,26,30,26,20,22,29,20,22,28,23,24,28,21,31,15,27,23,11,23,21,20,23,15,12,18,26,10,10,9,11,7,6,2,5,8,13,9,14,7,11,10,16,8,21,12,9,8,7,9,11,5,5,5,9,8,6,3,6,7,7,3,5,3,5,3,2,1,1,1,2,0,0,0,1,0,1,0,1,1,0,0,3
2725,20211201,202109,67000070014,臺南市,麻豆區,南勢里,1040,2665,1319,1346,4,6,7,9,10,8,7,8,9,17,8,6,8,7,8,5,15,6,7,11,6,4,11,5,13,13,9,7,14,10,11,11,9,11,16,14,13,13,15,15,14,10,26,15,17,11,11,23,22,14,17,19,17,16,11,15,8,15,14,10,21,13,6,14,13,20,14,17,17,13,13,13,29,26,25,21,18,20,20,16,28,9,22,22,18,25,27,29,16,21,26,15,21,22,28,17,19,17,20,26,20,13,16,19,21,22,20,18,19,10,18,21,24,17,17,24,19,17,19,21,31,20,26,21,29,25,19,30,18,18,15,20,17,17,11,11,21,28,16,19,12,27,14,19,15,17,14,15,11,13,10,6,5,9,6,12,8,11,3,12,16,9,3,14,4,9,6,11,3,15,6,6,11,5,4,8,5,6,2,8,3,0,1,3,2,4,0,1,0,1,0,2,0,1,1,0,0,0,0,0,0,1
2726,20211201,202109,67000070015,臺南市,麻豆區,寮廍里,721,1881,961,920,3,3,7,5,9,4,2,13,5,6,5,7,5,4,5,8,5,7,8,6,2,4,3,6,7,8,8,6,7,9,12,11,4,9,8,7,7,7,2,7,9,14,17,9,14,11,12,10,11,7,10,8,11,12,18,13,12,9,12,13,16,11,16,13,9,10,14,13,17,13,10,17,14,10,13,15,20,16,15,17,19,16,18,13,16,16,23,17,15,7,9,15,10,16,15,14,7,8,12,19,12,15,16,13,15,14,10,11,12,17,20,9,11,18,22,18,20,14,17,17,25,18,21,11,21,13,23,15,20,10,12,25,14,6,16,8,15,11,10,10,12,5,5,4,5,10,11,9,8,3,5,6,5,5,3,4,3,8,4,8,5,4,5,4,3,5,4,8,6,8,5,6,5,6,1,6,3,2,0,3,0,4,0,2,1,3,0,0,2,3,0,0,0,0,0,2,0,0,0,0,0,0
2727,20211201,202109,67000070017,臺南市,麻豆區,埤頭里,947,2557,1321,1236,5,6,9,4,7,6,3,6,8,5,5,9,5,4,7,10,8,8,8,8,12,5,5,3,9,6,9,7,7,10,10,7,15,8,14,6,15,15,13,9,17,17,34,19,16,15,21,9,23,19,22,24,20,17,19,15,22,24,19,13,13,20,15,17,17,16,22,17,11,12,17,15,20,21,18,28,21,17,18,16,18,16,17,19,22,18,15,22,25,14,17,16,13,19,18,10,21,16,20,16,25,21,22,14,19,21,20,24,22,19,20,25,17,24,30,20,23,24,28,16,31,25,24,16,25,12,20,15,18,19,17,18,18,17,20,20,10,10,15,18,16,15,10,12,12,10,6,13,9,10,5,7,5,8,11,7,5,12,4,6,8,5,7,8,10,15,5,8,4,8,4,4,8,9,4,7,6,3,3,10,2,2,1,7,2,1,2,5,0,2,2,3,0,1,0,1,1,0,0,0,0,0
2728,20211201,202109,67000070019,臺南市,麻豆區,海埔里,932,2343,1260,1083,5,4,6,3,3,9,9,5,12,8,11,6,6,7,10,12,11,5,13,12,6,4,9,2,9,2,9,6,9,4,5,7,11,5,9,12,8,9,12,5,9,10,10,13,15,8,19,14,20,8,18,8,12,18,19,11,18,14,12,9,20,11,16,10,19,8,15,13,23,12,17,10,19,19,22,15,20,12,19,16,27,15,22,17,23,15,20,20,10,15,14,19,14,20,17,14,12,11,15,16,19,12,15,20,18,7,22,11,11,19,19,23,26,19,22,18,22,22,27,21,16,24,28,21,25,22,36,10,16,19,18,15,20,15,18,12,26,9,17,11,10,11,9,12,12,12,6,18,7,7,5,4,5,9,2,7,8,4,6,12,9,12,7,8,7,10,9,12,9,8,7,8,7,11,5,15,2,7,3,8,6,7,3,6,3,7,0,3,0,2,2,0,0,1,0,2,0,1,1,0,0,1
2729,20211201,202109,67000070021,臺南市,麻豆區,港尾里,596,1373,728,645,1,3,0,2,1,7,0,1,5,2,0,4,2,2,3,1,3,2,3,0,4,1,3,5,4,3,3,1,4,6,4,8,7,6,7,8,8,1,7,5,15,8,11,5,11,7,11,6,17,7,9,8,9,14,7,5,8,5,11,9,7,5,13,9,11,10,5,17,5,10,5,3,10,9,8,6,7,4,11,6,7,2,10,6,4,11,6,10,10,10,16,13,6,9,7,9,11,7,13,9,13,13,20,11,13,13,9,12,16,13,13,13,17,15,11,8,13,17,16,17,18,5,16,10,15,15,21,9,10,7,16,6,4,9,8,6,11,9,14,9,13,8,3,6,6,5,8,3,6,7,4,1,6,3,1,4,5,5,2,1,6,6,2,5,6,12,8,5,0,7,6,8,6,6,0,7,3,4,4,6,1,2,2,4,0,1,2,0,2,3,1,2,0,0,0,0,0,0,1,0,0,0
